movie_title
Sorry to Bother You
Ant-Man and The Wasp
The Disaster Artist
Toy Story
Isle of Dogs
Birdman or (The Unexpected Virtue of Ignorance)
Monty Python and the Holy Grail
City Lights
The Artist
The Death of Stalin
La dolce vita
Roman Holiday
Shaun the Sheep Movie
Spy
Palm Springs
Hunt for the Wilderpeople
The Grand Budapest Hotel
Ratatouille
The Discreet Charm of the Bourgeoisie
Annie Hall
The Incredibles
Love & Friendship
Logan Lucky
Gentlemen Prefer Blondes
Tampopo
Sideways
The Nice Guys
The LEGO Batman Movie
One Hundred and One Dalmatians
The Invisible Man
Fighting With My Family
Chicken Run
Guardians of the Galaxy Vol. 2
Moonrise Kingdom
Airplane!
The Forty-Year-Old Version
Playtime
What We Do in the Shadows
Paddington
Don't Think Twice
Mary Poppins
Saint Frances
Ghostbusters
Some Like It Hot
Bringing Up Baby
Blow the Man Down
To Be or Not to Be
Groundhog Day
Anomalisa
"Monsters, Inc."
The Player
You Can't Take It With You
The Truman Show
Big
The Rules of the Game
Back to the Future
Enough Said
The Apartment
Bull Durham
The Edge of Seventeen
Deadpool 2
The Muppets
Broadcast News
Silver Linings Playbook
Lost in Translation
Mr. Smith Goes to Washington
Won't You Be My Neighbor?
I Am Not Your Negro
Apollo 11
Life Itself
Man on Wire
Amazing Grace
Minding the Gap
Faces Places
Three Identical Strangers
McQueen
Crip Camp
20 Feet From Stardom
Weiner
Collective
Amy
Dick Johnson Is Dead
Free Solo
The Last Waltz
Kedi
Totally Under Control
Stop Making Sense
Knock Down the House
Blackfish
Taxi to the Dark Side
Time
Maiden
Murderball
Jodorowsky's Dune
Welcome to Chechnya
Tower
Shirkers
Anvil! The Story of Anvil
Inside Job
All In: The Fight for Democracy
The Square
Jiro Dreams of Sushi
Seymour: An Introduction
The Missing Picture
Mucho Mucho Amor: The Legend of Walter Mercado
Deliver Us From Evil
Paris Is Burning
Athlete A
One Child Nation
Bright Lights: Starring Carrie Fisher and Debbie Reynolds
Hoop Dreams
Waltz With Bashir
Waste Land
Citizenfour
On the Record
The Interrupters
Slay the Dragon
Afghan Star
Project Nim
Strong Island
Iris
Capturing the Friedmans
The Fight
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
Rewind
Nothing Like a Dame
A Secret Love
The Invisible War
Sound City
56 Up
Elaine Stritch: Shoot Me
My Journey Through French Cinema
Last Train Home
The Act of Killing
The Look of Silence
More Than Honey
Nostalgia for the Light
Everyday Sunshine: The Story of Fishbone
Bill Cunningham New York
Spellbound
We Were Here
Enron: The Smartest Guys in the Room
Sholem Aleichem: Laughing in the Darkness
Ai Weiwei: Never Sorry
13TH
Rivers and Tides: Andy Goldsworthy With Time
How to Survive a Plague
This Is Not a Film
When We Were Kings
RBG
The Painter and the Thief
March of the Penguins
Hitchcock/Truffaut
Kurt Cobain: Montage of Heck
Cave of Forgotten Dreams
The King of Kong: A Fistful of Quarters
Bowling for Columbine
The Fog of War
Muscle Shoals
Circus of Books
Boys State
Homecoming: A Film by Beyoncé
The War Tapes
Searching for Sugar Man
Jafar Panahi's Taxi
Disclosure
Black Panther
Citizen Kane
Parasite
Avengers: Endgame
Casablanca
Knives Out
Lady Bird
Mission: Impossible -- Fallout
BlacKkKlansman
The Irishman
The Godfather
Moonlight
All About Eve
Wonder Woman
A Star Is Born
Rebecca
A Quiet Place
Roma
Dunkirk
Portrait of a Lady on Fire
The Farewell
Selma
Spotlight
The Shape of Water
Thor: Ragnarok
Grand Illusion
Arrival
Logan
The Favourite
All Quiet on the Western Front
Double Indemnity
Marriage Story
Star Wars: The Last Jedi
On the Waterfront
Boyhood
Once Upon a Time... In Hollywood
12 Years a Slave
Argo
Manchester by the Sea
Leave No Trace
Alien
Call Me by Your Name
1917
Shadow of a Doubt
Gravity
The Maltese Falcon
The Florida Project
Sunset Blvd.
Widows
War for the Planet of the Apes
"The Godfather, Part II"
The Battle of Algiers
Spider-Man: Homecoming
La La Land
Baby Driver
Seven Samurai
Never Rarely Sometimes Always
Pain and Glory
Shoplifters
Metropolis
M
Jaws
Hell or High Water
The Dark Knight
Bicycle Thieves
Brooklyn
12 Angry Men
The 400 Blows
"Three Billboards Outside Ebbing, Missouri"
The Babadook
Chinatown
A Streetcar Named Desire
The Treasure of the Sierra Madre
Creed
Blade Runner 2049
The Wrestler
Harry Potter and the Deathly Hallows: Part 2
Lawrence of Arabia
Rashomon
Army in the Shadows
Dolemite Is My Name
Kind Hearts and Coronets
First Man
Touch of Evil
Apocalypse Now
His Girl Friday
The Hurt Locker
The Lighthouse
"I, Tonya"
Hidden Figures
Taxi Driver
Tokyo Story
It's a Wonderful Life
Vertigo
The Social Network
The Hate U Give
The Grapes of Wrath
L.A. Confidential
Paterson
Phantom Thread
Us
Get Out
A Quiet Place
The Cabinet of Dr. Caligari
King Kong
Nosferatu
Psycho
The Invisible Man
Bride of Frankenstein
The Babadook
Frankenstein
The Lighthouse
Hereditary
Let the Right One In
It Follows
Freaks
Night of the Living Dead
Aliens
The Silence of the Lambs
Halloween
Rosemary's Baby
Eyes Without a Face
Repulsion
Pan's Labyrinth
The Invisible Man
Host
The Witch
The Cabin in the Woods
Don't Look Now
It
Possessor: Uncut
Relic
The Birds
Young Frankenstein
Godzilla
The Vanishing
Ready or Not
La llorona
Drag Me to Hell
A Girl Walks Home Alone at Night
House of Wax
The Fly
Dracula
Midsommar
Carrie
Nosferatu
Spontaneous
The Evil Dead
Evil Dead 2
The Innocents
The Loved Ones
Invasion of the Body Snatchers
Dead of Night
Harpoon
The Love Witch
Room 237
Suspiria
Werckmeister Harmonies
Shaun of the Dead
Train to Busan
A Nightmare on Elm Street
The Host
The Fly
Dawn of the Dead
It Comes at Night
Zombieland
In Fabric
Re-Animator
Don't Breathe
The Endless
What Ever Happened to Baby Jane?
The Mortuary Collection
Cam
The Phantom of the Opera
The Wolf Man
Upgrade
Eraserhead
We Are Still Here
The Dark and the Wicked
The Texas Chain Saw Massacre
The Witches
Arachnophobia
Horror of Dracula
Dr. Jekyll and Mr. Hyde
Halloween
The Mummy
Frankenweenie
Let Me In
Island of Lost Souls
Frenzy
Color Out of Space
The Conjuring
Misery
The Wicker Man
Little Shop of Horrors
Cronos
Bone Tomahawk
The Return of the Living Dead
28 Days Later
Hush
Toy Story 4
The Wizard of Oz
Spider-Man: Into the Spider-Verse
Inside Out
Coco
E.T. the Extra-Terrestrial
Snow White and the Seven Dwarfs
Paddington 2
Incredibles 2
Up
Toy Story 3
Toy Story 2
Pinocchio
Finding Nemo
The Jungle Book
Harry Potter and the Deathly Hallows: Part 2
It's a Wonderful Life
The LEGO Movie
Moana
Toy Story
How to Train Your Dragon
Dumbo
Ratatouille
My Life as a Zucchini
The Incredibles
Miracle on 34th Street
The LEGO Batman Movie
One Hundred and One Dalmatians
Beauty and the Beast
The Princess Bride
Chicken Run
Paddington
Mary Poppins
Onward
The Nightmare Before Christmas
"Monsters, Inc."
Big
Fantasia
Spirited Away
The Iron Giant
Song of the Sea
The Muppets
The Lion King
Who Framed Roger Rabbit
How to Train Your Dragon: The Hidden World
Babe
Wallace & Gromit: The Curse of the Were-Rabbit
Yellow Submarine
Fantastic Mr. Fox
Kiki's Delivery Service
My Fair Lady
Aladdin
Hugo
Frozen
Ralph Breaks the Internet
Enchanted
How to Train Your Dragon 2
The Straight Story
Coraline
The Breadwinner
The Little Mermaid
Lady and the Tramp
Big Hero 6
My Neighbor Totoro
Princess Mononoke
Harry Potter and the Prisoner of Azkaban
Bambi
Pete's Dragon
The Secret of Roan Inish
A Monster Calls
Arthur Christmas
Antz
Spy Kids
Summer Hours
Harry Potter and the Goblet of Fire
The Kid Who Would Be King
A Bug's Life
How Green Was My Valley
Ponyo
Klaus
Teen Titans GO! to the Movies
That Thing You Do!
Tangled
Shrek 2
ParaNorman
The Witches
First Position
James and the Giant Peach
Rango
Shrek
Willy Wonka and the Chocolate Factory
Lassie
Winnie the Pooh
Duma
The Peanuts Movie
Kung Fu Panda
Jason and the Argonauts
Sleeping Beauty
Wreck-It Ralph
A Christmas Story
The Wizard of Oz
A Night at the Opera
Singin' in the Rain
A Hard Day's Night
La La Land
Top Hat
Pinocchio
An American in Paris
Hamilton
The Red Shoes
The Umbrellas of Cherbourg
Amazing Grace
Gentlemen Prefer Blondes
20 Feet From Stardom
Amy
Beauty and the Beast
David Byrne's American Utopia
Stormy Weather
The Last Waltz
Sing Street
The Blue Angel
Mary Poppins
Stop Making Sense
Some Like It Hot
Fantasia
A Star Is Born
The Young Girls of Rochefort
Anvil! The Story of Anvil
Once
The Lion King
Waste Land
Afghan Star
Amadeus
Yellow Submarine
We Are the Best!
Sound City
Everyday Sunshine: The Story of Fishbone
Hairspray
Bill Cunningham New York
West Side Story
My Fair Lady
Rivers and Tides: Andy Goldsworthy With Time
Aladdin
What's Love Got to Do With It
Muscle Shoals
Homecoming: A Film by Beyoncé
Searching for Sugar Man
Beware of Mr. Baker
Exit Through the Gift Shop
Keep on Keepin' On
Marley
"You, the Living"
The Full Monty
49 Up
Hairspray
The Little Mermaid
Straight Outta Compton
Cabaret
The Beaches of Agnès
Johnny Guitar
"20,000 Days on Earth"
Wordplay
Pina
Nashville
Festival Express
Born Into Brothels
Funny Girl
Crumb
Love & Mercy
The Wrecking Crew
Marina Abramovic: The Artist Is Present
Black Is King
Crazy Heart
Los Angeles Plays Itself
Lost in La Mancha
Lagaan: Once Upon a Time in India
My Kid Could Paint That
End of the Century
Dave Chappelle's Block Party
The Sapphires
Tangled
Florence Foster Jenkins
Sing Your Song
The Filth and the Fury
Hedwig and the Angry Inch
Judy
A Band Called Death
My Architect
Willy Wonka and the Chocolate Factory
Every Little Step
Black Orpheus
U2 3D
Five Easy Pieces
Little Shop of Horrors
Sid & Nancy
La Bamba
Sweeney Todd: The Demon Barber of Fleet Street
Chicago
Scratch
In Search of Beethoven
Citizen Kane
Knives Out
Us
Mission: Impossible -- Fallout
Get Out
The Irishman
Rebecca
A Quiet Place
The Cabinet of Dr. Caligari
Spotlight
The Third Man
Arrival
Argo
Psycho
Alien
Laura
Shadow of a Doubt
The Maltese Falcon
The Invisible Man
"The Godfather, Part II"
North by Northwest
M
Jaws
Hell or High Water
The Babadook
Chinatown
The Lady Vanishes
High Noon
The 39 Steps
Harry Potter and the Deathly Hallows: Part 2
Skyfall
Rashomon
The Thin Man
Touch of Evil
Taxi Driver
Vertigo
L.A. Confidential
The Big Sleep
Nightcrawler
The Wages of Fear
Rear Window
Goldfinger
Strangers on a Train
Invasion of the Body Snatchers
The Post
Anatomy of a Murder
Freaks
The Night of the Hunter
In a Lonely Place
His House
Notorious
The Taking of Pelham One Two Three
The Salesman
The Silence of the Lambs
Detour
Halloween
Rosemary's Baby
Eyes Without a Face
Badlands
Eye in the Sky
All Is Lost
Repulsion
One Hundred and One Dalmatians
Kiss Me Deadly
Looper
The Killing
Stalker
Casino Royale
The Manchurian Candidate
No Country for Old Men
The Cabin in the Woods
Burning
The Trial of the Chicago 7
Ex Machina
The Red Circle
Sicario
Blow the Man Down
Searching
Sunrise
Don't Look Now
Blood Simple
Peeping Tom
It
The Vast of Night
10 Cloverfield Lane
To Catch a Thief
Assault on Precinct 13
Diabolique
The Fugitive
Bridge of Spies
The Conversation
Gone Girl
Possessor: Uncut
Border
Bullitt
Forbidden Planet
Who Framed Roger Rabbit
Jurassic Park
The Birds
In the Line of Fire
It Happened One Night
Casablanca
A Night at the Opera
The Shape of Water
Singin' in the Rain
The Big Sick
On the Waterfront
The Adventures of Robin Hood
Call Me by Your Name
Top Hat
The Philadelphia Story
The Lady Eve
An American in Paris
Vertigo
Carol
Before Midnight
The Red Shoes
The Umbrellas of Cherbourg
City Lights
The Artist
The Best Years of Our Lives
Roman Holiday
Gone With the Wind
Her
Ash Is Purest White
The African Queen
In a Lonely Place
Annie Hall
The Lost Weekend
Beauty and the Beast
Miracle on 34th Street
Only Yesterday
Gentlemen Prefer Blondes
Sideways
Beauty and the Beast
The Princess Bride
Children of Paradise
Three Colors: Red
Marty
God's Own Country
Saint Frances
Bringing Up Baby
Henry V
Groundhog Day
Sunrise
The Hustler
You Can't Take It With You
Before Sunrise
Cold War
Your Name
Slumdog Millionaire
Wings of Desire
To Catch a Thief
Enough Said
The Apartment
Bull Durham
The Young Girls of Rochefort
"Crouching Tiger, Hidden Dragon"
Atlantics
Border
Titanic
Lost in Translation
Say Anything...
Blue
Elevator to the Gallows
The Lunchbox
A Girl Walks Home Alone at Night
Sense and Sensibility
The Half of It
West Side Story
My Beautiful Laundrette
From Here to Eternity
Foreign Correspondent
Four Weddings and a Funeral
Shakespeare in Love
Midnight in Paris
Manhattan
Gilda
Masculine-Feminine
Up in the Air
Gloria Bell
Dave
Enchanted
Eternal Sunshine of the Spotless Mind
The Town
A Summer's Tale
Moonstruck
Before Sunset
Big Night
Howards End
Shithouse
Giant
The Crying Game
Daughters of the Dust
The Quiet Man
The Little Mermaid
About a Boy
To All the Boys I've Loved Before
Monsoon Wedding
Revanche
Black Panther
Avengers: Endgame
Toy Story 4
The Wizard of Oz
Mad Max: Fury Road
Spider-Man: Into the Spider-Verse
Wonder Woman
The Shape of Water
Thor: Ragnarok
Arrival
Logan
E.T. the Extra-Terrestrial
Snow White and the Seven Dwarfs
Star Wars: The Last Jedi
Star Wars: The Force Awakens
Nosferatu
Spider-Man: Far From Home
Alien
Gravity
War for the Planet of the Apes
The Invisible Man
Spider-Man: Homecoming
Metropolis
Shazam!
The Dark Knight
Bride of Frankenstein
Pinocchio
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb
Blade Runner 2049
Captain America: Civil War
Harry Potter and the Deathly Hallows: Part 2
Frankenstein
The Lighthouse
It's a Wonderful Life
Sorry to Bother You
Star Trek
The Martian
Avengers: Infinity War
Ant-Man and The Wasp
Star Wars
Invasion of the Body Snatchers
Guardians of the Galaxy
Kubo and the Two Strings
How to Train Your Dragon
Her
WALL-E
Marvel's the Avengers
Iron Man
The Terminator
Dumbo
The Discreet Charm of the Bourgeoisie
2001: A Space Odyssey
Edge of Tomorrow
Snowpiercer
Beauty and the Beast
Doctor Strange
Aliens
Miracle on 34th Street
The Day the Earth Stood Still
8 1/2
The Empire Strikes Back
X-Men: Days of Future Past
Pan's Labyrinth
The Invisible Man
Beauty and the Beast
The Princess Bride
Looper
Stalker
Guardians of the Galaxy Vol. 2
Ex Machina
Dawn of the Planet of the Apes
Mary Poppins
Captain Marvel
Onward
Ghostbusters
The Nightmare Before Christmas
Groundhog Day
"Monsters, Inc."
The Lord of the Rings: The Two Towers
The Vast of Night
Big
Fantasia
Captain America: The Winter Soldier
10 Cloverfield Lane
Spirited Away
Jodorowsky's Dune
The Iron Giant
Back to the Future
Song of the Sea
Wings of Desire
Possessor: Uncut
Border
Forbidden Planet
Annihilation
Blade Runner
The Hunger Games: Catching Fire
Jurassic Park
The Seventh Seal
Young Frankenstein
Godzilla
Bride of Frankenstein
Frankenstein
Life Itself
Man on Wire
Her
The Discreet Charm of the Bourgeoisie
Miracle on 34th Street
Amy
Blackfish
Groundhog Day
Taxi to the Dark Side
Murderball
Jodorowsky's Dune
Inside Job
The Square
Jiro Dreams of Sushi
Paris Is Burning
Hoop Dreams
Waltz With Bashir
The Interrupters
Afghan Star
Capturing the Friedmans
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
The Invisible War
56 Up
Elaine Stritch: Shoot Me
Last Train Home
The Act of Killing
Spellbound
Enron: The Smartest Guys in the Room
Sholem Aleichem: Laughing in the Darkness
Ai Weiwei: Never Sorry
How to Survive a Plague
This Is Not a Film
Cave of Forgotten Dreams
The King of Kong: A Fistful of Quarters
Bowling for Columbine
Love Is Strange
The Fog of War
Muscle Shoals
Gilda
The War Tapes
Last Year at Marienbad
Undefeated
The Overnighters
Call Me Kuchu
Holy Motors
Restrepo
Mea Maxima Culpa: Silence in the House of God
Let the Fire Burn
The Queen of Versailles
For the Bible Tells Me So
Blindsight
Exit Through the Gift Shop
Pandora's Box
The Imposter
Surfwise
No End in Sight
Marley
The Life and Times of Hank Greenberg
Burma VJ: Reporting From a Closed Country
49 Up
An Inconvenient Truth
Finding Vivian Maier
Winged Migration
Sicko
Sweetgrass
A Film Unfinished
"Bigger, Stronger, Faster"
Trouble the Water
"Food, Inc."
Shaun of the Dead
Chasing Ice
To Be and to Have
The Salt of the Earth
The Wild Parrots of Telegraph Hill
The Gatekeepers
"20,000 Days on Earth"
Wordplay
Control Room
Bus 174
Touching the Void
Born Into Brothels
My Winnipeg
Manakamana
I Am Divine
Cutie and the Boxer
Brooklyn Castle
Crumb
Deep Water
The Last of the Unjust
The Devil Came on Horseback
Good Hair
Up the Yangtze
5 Broken Cameras
National Gallery
Plagues and Pleasures on the Salton Sea
Last Days in Vietnam
Super Size Me
The Arbor
Murderball
Athlete A
Hoop Dreams
When We Were Kings
The King of Kong: A Fistful of Quarters
Undefeated
Rocky
Surfwise
The Life and Times of Hank Greenberg
Battle of the Sexes
The Fighter
Touching the Void
The Crash Reel
Sugar
Senna
The Damned United
Creed II
Boxing Gym
Red Army
Riding Giants
Dogtown and Z-Boys
The Color of Money
Up for Grabs
Hoosiers
Girlfight
Tristram Shandy: A Cock and Bull Story
Heaven Can Wait
Field of Dreams
The Heart of the Game
Tyson
The Hurricane
Chariots of Fire
Looking for Eric
The Armstrong Lie
Major League
Go Tigers!
You Cannot Kill David Arquette
Goon
Beyond the Mat
Invictus
The Boxer
Vision: From the Life of Hildegard von Bingen
A League of Their Own
Step Into Liquid
Once in a Lifetime: The Extraordinary Story of the New York Cosmos
Fed Up
Stoked: The Rise and Fall of Gator
Talladega Nights: The Ballad of Ricky Bobby
Invincible
Ultimate X: The Movie
Gunnin' for That No. 1 Spot
The Blind Side
More Than a Game
Secretariat
The Sandlot
Dust to Glory
NASCAR
Glory Road
Because of Winn-Dixie
The Perfect Game
Steep
First Descent
Soul Surfer
The Replacements
Beerfest
Goal! The Dream Begins
Grudge Match
Jiminy Glick in Lalawood
Playing for Keeps
Life Itself
Afghan Star
Room 237
49 Up
A Film Unfinished
The Return
Behind the Candelabra
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!"
Being Elmo: A Puppeteer's Journey
Los Angeles Plays Itself
Lost in La Mancha
El Camino: A Breaking Bad Movie
Sing Your Song
American Movie
Best Worst Movie
The Normal Heart
Side by Side
Joan Rivers: A Piece of Work
"Yoo-Hoo, Mrs. Goldberg"
The Kid Stays in the Picture
F for Fake
"Electric Boogaloo: The Wild, Untold Story of Cannon Films"
Duel
Saraband
Corman's World: Exploits of a Hollywood Rebel
Doctor Zhivago
The Five Obstructions
Tell Them Who You Are
This Film Is Not Yet Rated
Trekkies
Outfoxed: Rupert Murdoch's War on Journalism
Inside Deep Throat
Trumbo
Confirmation
Blank City
Tupac: Resurrection
Overnight
Disney's Teacher's Pet
Pom Wonderful Presents: The Greatest Movie Ever Sold
Fellini: I'm a Born Liar
Only Human
My Date With Drew
Waking Sleeping Beauty
Porn Star: The Legend of Ron Jeremy
Cinema Verite
The Rugrats Movie
I'm Still Here
Bamboozled
No Strings Attached
Phil Spector
I Am
The Real Cancun
15 Minutes
Man of the Year
Pokémon 3: The Movie
The Honeymooners
From Justin to Kelly
The Treasure of the Sierra Madre
High Noon
"The Good, the Bad and the Ugly"
Stagecoach
Rio Bravo
Unforgiven
True Grit
A Fistful of Dollars
The Searchers
Once Upon a Time in the West
Deadwood: The Movie
Giant
The Man Who Shot Liberty Valance
The Ballad of Buster Scruggs
Sweetgrass
Django Unchained
The Wild Bunch
Johnny Guitar
3:10 to Yuma
Lone Star
True Grit
Butch Cassidy and the Sundance Kid
Blazing Saddles
The Magnificent Seven
Bone Tomahawk
The Outlaw Josey Wales
City Slickers
Westworld
McCabe & Mrs. Miller
The Three Burials of Melquiades Estrada
Meek's Cutoff
Prospect
The Proposition
Dances With Wolves
Near Dark
The Hateful Eight
The Homesman
Open Range
Shanghai Noon
"The Good, the Bad, the Weird"
Appaloosa
The Assassination of Jesse James by the Coward Robert Ford
Red Hill
The Ballad of Little Jo
Hostiles
In a Valley of Violence
Tombstone
Blackthorn
The Horse Whisperer
